DATAFLOW,LAST UPDATE,freq,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2013-S2,1478,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2014-S1,1486,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2014-S2,1495,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2015-S1,1502,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2015-S2,1508,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2016-S1,1525,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2016-S2,1537,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2017-S1,1552,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2017-S2,1565,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2018-S1,1578,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2018-S2,1594,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2019-S1,1616,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2019-S2,1636,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2020-S1,1654,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2020-S2,1680,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2021-S1,1685,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2021-S2,1701,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2022-S1,1725,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2022-S2,1756,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2023-S1,1934,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2023-S2,1995,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2024-S1,2070,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2024-S2,2134,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2025-S1,2193,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2025-S2,2246,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2026-S1,2295,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NL,2026-S2,2338,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,1999-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,1999-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2000-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2000-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2001-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2001-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2002-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2002-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2003-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2003-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2004-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2004-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2005-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2005-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2006-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2006-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2007-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2007-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2008-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2008-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2009-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2009-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2010-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2010-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2011-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2011-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2012-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2012-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2013-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2013-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2014-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2014-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2015-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2015-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2016-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2016-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2017-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2017-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2018-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2018-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2019-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2019-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2020-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2020-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2021-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2021-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2022-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2022-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2023-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2023-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2024-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2024-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2025-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2025-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2026-S1,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,NO,2026-S2,,m,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,1999-S1,159,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,1999-S2,160,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2000-S1,161,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2000-S2,167,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2001-S1,197,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2001-S2,226,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2002-S1,217,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2002-S2,187,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2003-S1,199,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2003-S2,179,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2004-S1,175,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2004-S2,182,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2005-S1,208,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2005-S2,210,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2006-S1,233,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2006-S2,222,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2007-S1,244,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2007-S2,248,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2008-S1,313,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2008-S2,336,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2009-S1,307,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2009-S2,287,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2010-S1,321,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2010-S2,318,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2011-S1,349,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2011-S2,347,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2012-S1,336,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2012-S2,353,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2013-S1,393,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2013-S2,369,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2014-S1,404,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2014-S2,404,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2015-S1,410,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2015-S2,418,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2016-S1,434,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2016-S2,417,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2017-S1,453,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2017-S2,473,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2018-S1,503,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2018-S2,480,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2019-S1,523,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2019-S2,529,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2020-S1,611,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2020-S2,583,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2021-S1,614,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2021-S2,619,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2022-S1,655,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2022-S2,642,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2023-S1,746,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2023-S2,811,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2024-S1,978,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2024-S2,998,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2025-S1,1091,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2025-S2,1100,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2026-S1,1139,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PL,2026-S2,1119,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,1999-S1,357,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,1999-S2,357,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2000-S1,371,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2000-S2,371,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2001-S1,390,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2001-S2,390,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2002-S1,406,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2002-S2,406,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2003-S1,416,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2003-S2,416,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2004-S1,426,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2004-S2,426,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2005-S1,437,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2005-S2,437,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2006-S1,450,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2006-S2,450,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2007-S1,470,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2007-S2,470,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2008-S1,497,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2008-S2,497,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2009-S1,525,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2009-S2,525,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2010-S1,554,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2010-S2,554,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2011-S1,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2011-S2,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2012-S1,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2012-S2,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2013-S1,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2013-S2,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2014-S1,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2014-S2,566,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2015-S1,589,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2015-S2,589,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2016-S1,618,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2016-S2,618,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2017-S1,650,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2017-S2,650,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2018-S1,677,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2018-S2,677,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2019-S1,700,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2019-S2,700,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2020-S1,741,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2020-S2,741,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2021-S1,776,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2021-S2,776,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2022-S1,823,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2022-S2,823,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2023-S1,887,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2023-S2,887,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2024-S1,957,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2024-S2,957,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2025-S1,1015,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2025-S2,1015,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2026-S1,1073,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,PT,2026-S2,1073,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,1999-S1,27,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,1999-S2,27,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2000-S1,25,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2000-S2,34,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2001-S1,41,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2001-S2,57,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2002-S1,50,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2002-S2,52,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2003-S1,71,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2003-S2,66,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2004-S1,68,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2004-S2,69,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2005-S1,79,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2005-S2,86,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2006-S1,90,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2006-S2,92,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2007-S1,115,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2007-S2,124,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2008-S1,139,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2008-S2,137,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2009-S1,149,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2009-S2,143,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2010-S1,142,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2010-S2,137,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2011-S1,157,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2011-S2,158,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2012-S1,162,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2012-S2,157,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2013-S1,158,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2013-S2,179,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2014-S1,190,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2014-S2,205,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2015-S1,218,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2015-S2,235,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2016-S1,232,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2016-S2,276,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2017-S1,275,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2017-S2,319,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2018-S1,408,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2018-S2,407,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2019-S1,446,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2019-S2,439,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2020-S1,466,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2020-S2,461,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2021-S1,458,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2021-S2,467,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2022-S1,515,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2022-S2,516,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2023-S1,606,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2023-S2,604,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2024-S1,663,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2024-S2,743,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2025-S1,814,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2025-S2,797,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2026-S1,795,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RO,2026-S2,825,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,1999-S1,33,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,1999-S2,33,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2000-S1,33,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2000-S2,40,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2001-S1,7,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2001-S2,49,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2002-S1,77,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2002-S2,93,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2003-S1,101,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2003-S2,105,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2004-S1,116,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2004-S2,124,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2005-S1,125,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2005-S2,127,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2006-S1,138,,
ESTAT:EARN_MW_CUR(1.0),31/07/26 11:00:00,S,EUR,RS,2006-S2,146,,
